,标题,作者,调整出版物名称,出版年,起始页面,结束页面,Pages,会议名称,合计引用次数,每年的平均数,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,Author_number
6069,Myocardial Infarction Related to a Coronary Artery Aneurysm,"Pasha, Ahmed Khurshid; Jokerst, Clinton E.; Janardhanan, Rajesh",AMERICAN JOURNAL OF MEDICINE,2015,5,6,1,0,5,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,3
6070,Put a Face to a Name: A Randomized Controlled Trial Evaluating the Impact of Providing Clinician Photographs on Inpatients' Recall,"Appel, Lora; Abrams, Howard; Morra, Dante; Wu, Robert C.",AMERICAN JOURNAL OF MEDICINE,2015,82,89,7,0,5,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,4
6071,Narcolepsy: Let the Patient's Voice Awaken Us!,"Flygare, Julie; Parthasarathy, Sairam",AMERICAN JOURNAL OF MEDICINE,2015,10,13,3,0,5,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,2
6072,Enlarged CSF Spaces in Pseudotumor Cerebri,"Millan, Diego San; Kohler, Romain",AMERICAN JOURNAL OF ROENTGENOLOGY,2014,457,458,1,0,8,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,2,2
6073,Cholesterol Management in Older Persons,"Grundy, Scott M.",AMERICAN JOURNAL OF MEDICINE,2014,1140,1141,1,0,5,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,1
6074,Comparison of the Artifacts Caused by Metallic Implants in Breast MRI Using Dual-Echo Dixon Versus Conventional Fat-Suppression Techniques,"Le, Yuan; Kipfer, Hal D.; Majidi, Shadie S.; Holz, Stephanie; Lin, Chen",AMERICAN JOURNAL OF ROENTGENOLOGY,2014,307,314,7,0,8,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,5
6075,Repeatability of Chemical-Shift-Encoded Water-Fat MRI and Diffusion-Tensor Imaging in Lower Extremity Muscles in Children,"Ponrartana, Skorn; Andrade, Kristine E.; Wren, Tishya A. L.; Ramos-Platt, Leigh; Hu, Houchun H.; Bluml, Stefan; Gilsanz, Vicente",AMERICAN JOURNAL OF ROENTGENOLOGY,2014,567,573,6,0,8,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,2,1,7
6076,"Philanthropy, Medical Research, and the Role of Development","Wheeler, Jane L.; Rum, Steven A.; Wright, Scott M.",AMERICAN JOURNAL OF MEDICINE,2014,903,904,1,0,5,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,3
6077,Lack of Blood Pressure-lowering Effect of Renal Denervation in a Drug-naive Patient with Pronounced Arterial Stiffening,"von Arx, Robert; Rexhaj, Emrush; Allemann, Yves; Moschovitis, Aris; Windecker, Stephan; Meier, Bernhard; Scherrer, Urs; Rimoldi, Stefano F.",AMERICAN JOURNAL OF MEDICINE,2014,3,4,1,0,5,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,8
6078,Summer Syncope Syndrome,"Huang, Jennifer Juxiang; Sharda, Natasha; Bin Riaz, Irbaz; Alpert, Joseph S.",AMERICAN JOURNAL OF MEDICINE,2014,787,790,3,0,5,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,4
6079,Exploring Entrustment: Housestaff Autonomy and Patient Readmission,"Martin, Shannon K.; Farnan, Jeanne M.; Flores, Andrea; Kurina, Lianne M.; Meltzer, David O.; Arora, Vineet M.",AMERICAN JOURNAL OF MEDICINE,2014,791,797,6,0,5,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,6
6080,Pinched: Superior Mesenteric Artery Syndrome,"Mearelli, Filippo; Degrassi, Ferruccio; Occhipinti, Alessandro Agostino; Casarsa, Chiara; De Manzini, Nicolo; Biolo, Gianni",AMERICAN JOURNAL OF MEDICINE,2014,393,394,1,0,5,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,6
6081,Bacteriuria in Individuals Who Become Delirious,"McKenzie, Robin; Stewart, Miriam T.; Bellantoni, Michele F.; Finucane, Thomas E.",AMERICAN JOURNAL OF MEDICINE,2014,255,257,2,0,5,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,4
6082,The Effect of New Duty Hours on Resident Academic Performance and Adult Resuscitation Outcomes,"Pepper, Dominique J.; Schweinfurth, Michelle; Herrin, Vincent E.",AMERICAN JOURNAL OF MEDICINE,2014,337,342,5,0,5,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,3
6083,Spontaneous Splenic Rupture in an Intravenous Drug Abuser,"Carlin, Ffion; Walker, Adrian B.; Pappachan, Joseph M.",AMERICAN JOURNAL OF MEDICINE,2014,7,8,1,0,5,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,3
6084,Neurogenic Pulmonary Edema Following Non-status Epileptic Seizure,"July, Mose; Williamson, Jennifer E.; Lolo, Delatre",AMERICAN JOURNAL OF MEDICINE,2014,9,10,1,0,5,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,3
6085,TB Determined: Tuberculous Osteomyelitis,"Lebowitz, Dan; Wolter, Line; Zenklusen, Christiane; Chouiter, Amine; Malinverni, Raffaele",AMERICAN JOURNAL OF MEDICINE,2014,198,201,3,0,5,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,5
6086,"Right Ventricular Outflow Tract Imaging With CT and MRI: Part 2, Function","Saremi, Farhood; Ho, Siew Yen; Cabrera, Jose Angel; Sanchez-Quintana, Damian",AMERICAN JOURNAL OF ROENTGENOLOGY,2013,51,61,10,0,8,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,2,0,1,4
6087,Lower A(1c) Targets in Type 2 Diabetes and Increased Mortality: Causal or Casual?,"Garber, Alan J.; Newcomer, John W.; Hennekens, Charles H.",AMERICAN JOURNAL OF MEDICINE,2013,1033,1034,1,0,5,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,3
6088,The Not-so-naked Eye: Phthiriasis Palpebrarum,"Lacarrubba, Francesco; Micali, Giuseppe",AMERICAN JOURNAL OF MEDICINE,2013,960,961,1,0,5,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,2
6089,"Challenges in Mammography: Part 1, Artifacts in Digital Mammography","Geiser, William R.; Haygood, Tamara Miner; Santiago, Lumarie; Stephens, Tanya; Thames, Debra; Whitman, Gary J.",AMERICAN JOURNAL OF ROENTGENOLOGY,2011,1023,1030,7,0,8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,2,0,6
6090,"Pocket-sized, Hand-carried Ultrasound: The Value of 'Eating at Home'","Ziegelstein, Roy C.; Hellmann, David B.",AMERICAN JOURNAL OF MEDICINE,2013,847,848,1,0,5,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,2
6091,Rosuvastatin Is Transferred into Human Breast Milk: A Case Report,"Schutte, Aletta E.; Symington, Elizabeth A.; du Preez, Jan L.",AMERICAN JOURNAL OF MEDICINE,2013,7,8,1,0,5,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,3
6092,"MDCT of Variations and Anomalies of the Neural Arch and Its Processes: Part 2-Articular Processes, Transverse Processes, and High Cervical Spine","Mellado, Jose M.; Larrosa, Raquel; Martin, Joaquin; Yanguas, Nerea; Solanas, Susana; Rosa Cozcolluela, Maria",AMERICAN JOURNAL OF ROENTGENOLOGY,2011,114,121,7,0,8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,3,0,6
6093,"Impact of Pelvic CT on Staging, Surveillance, and Survival of Pediatric Patients With Wilms Tumor and Hepatoblastoma","Kan, J. Herman; Hwang, Misun; Lowas, Stefanie R.; Hernanz-Schulman, Marta",AMERICAN JOURNAL OF ROENTGENOLOGY,2011,515,518,3,0,8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,2,0,4
6094,Effect of Spironolactone on Physical Performance in Older People with Self-reported Physical Disability,"Burton, Louise A.; Sumukadas, Deepa; Witham, Miles D.; Struthers, Allan D.; McMurdo, Marion E. T.",AMERICAN JOURNAL OF MEDICINE,2013,590,597,7,0,5,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,5
6095,Challenges with Continuity Clinic and Core Faculty Accreditation Requirements,"Willett, Lisa L.; Estrada, Carlos A.; Adams, Michael; Arora, Vineet; Call, Stephanie; Chacko, Karen; Chaudhry, Saima; Halvorsen, Andrew J.; Hopkins, Robert; McDonald, Furman S.",AMERICAN JOURNAL OF MEDICINE,2013,550,556,6,0,5,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,10
6096,A New Decline in Hospitalization with Atrial Fibrillation among the Elderly,"Arowolaju, Adebayo, II; Gillum, Richard F.",AMERICAN JOURNAL OF MEDICINE,2013,455,457,2,0,5,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,2
6097,Duty-hours Monitoring Revisited: Self-report May Not Be Adequate,"Buum, Heather A. Thompson; Duran-Nelson, Alisa M.; Menk, Jeremiah; Nixon, L. James",AMERICAN JOURNAL OF MEDICINE,2013,362,365,3,0,5,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,4
6098,Cyanosis,"McMullen, Sarah M.; Patrick, Ward",AMERICAN JOURNAL OF MEDICINE,2013,210,212,2,0,5,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,2
6099,Cardioembolic Origin in Patients With Embolic Stroke: Spectrum of Imaging Findings on Cardiac MDCT,"Jin, Kwang Nam; Chun, Eun Ju; Choi, Sang Il; Ko, Sung Min; Han, Moon-Ku; Bae, Hee-Joon; Park, Jae Hyung",AMERICAN JOURNAL OF ROENTGENOLOGY,2010,38,44,6,0,8,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,2,1,0,0,7
6100,Multilobar Lung Infiltrates after Exposure to Dust Storm: The Haboob Lung Syndrome,"Panikkath, Ragesh; Jumper, Cynthia A.; Mulkey, Zachary",AMERICAN JOURNAL OF MEDICINE,2013,5,7,2,0,5,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,3
6101,Migratory Takotsubo Cardiomyopathy in the Setting of Cholecystitis,"Aggarwal, Vikas; Krantz, Mori J.",AMERICAN JOURNAL OF MEDICINE,2012,5,6,1,0,5,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,2
6102,Complex Migraine with Subtherapeutic INR in Antiphospholipid Syndrome,"King, Elizabeth; Odette, William",AMERICAN JOURNAL OF MEDICINE,2012,9,10,1,0,5,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,2
6103,Autoimmune Thyrotoxicosis: Diagnostic Challenges,"Ponto, Katharina A.; Kahaly, George J.",AMERICAN JOURNAL OF MEDICINE,2012,1,1,0,0,5,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,2
6104,Leading Quality Improvement in Primary Care: Recommendations for Success,"Van Hoof, Thomas J.; Bisognano, Maureen; Reinertsen, James L.; Meehan, Thomas P.",AMERICAN JOURNAL OF MEDICINE,2012,869,872,3,0,5,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,4
6105,"Medical Radiation Safety: Rational Policy, Irrational Science","Stern, Robert G.",AMERICAN JOURNAL OF MEDICINE,2012,730,731,1,0,5,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,1,1
6106,Recent Progress in the Treatment of Proliferative Lupus Nephritis,"Chan, Tak Mao",AMERICAN JOURNAL OF MEDICINE,2012,642,648,6,0,5,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1
6107,Why Are Myelodysplastic Syndromes Unrecognized and Underdiagnosed?: A Primary Care Perspective,"Khan, Awais M.",AMERICAN JOURNAL OF MEDICINE,2012,15,17,2,0,5,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,1
6108,Myelodysplastic Syndromes: Challenges to Improving Patient and Caregiver Satisfaction,"Smith, B. Douglas",AMERICAN JOURNAL OF MEDICINE,2012,26,30,4,0,5,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,1,1
6109,Enhancing Quality of Trainee-written Consultation Notes,"Tuot, Delphine S.; Sehgal, Niraj L.; Neeman, Naama; Auerbach, Andrew",AMERICAN JOURNAL OF MEDICINE,2012,649,652,3,0,5,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,1,4
6110,Accountability and Transparency in Graduate Medical Education Expenditures,"Chaudhry, Saima I.; Khanijo, Sameer; Halvorsen, Andrew J.; McDonald, Furman S.; Patel, Kavita",AMERICAN JOURNAL OF MEDICINE,2012,517,522,5,0,5,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,5
6111,Revitalizing the History and Clinical Examination,"Schattner, Ami",AMERICAN JOURNAL OF MEDICINE,2012,1,3,2,0,5,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,1
6112,Clinicians' Perceptions About How They Are Valued by the Academic Medical Center,"Wright, Scott M.; Gozu, Aysegul; Burkhart, Kathleen; Bhogal, Harjit; Hirsch, Glenn A.",AMERICAN JOURNAL OF MEDICINE,2012,210,216,6,0,5,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,5
6113,Lead Intoxication Caused by Traditional Chinese Herbal Medicine,"Lin, Wei-Hung; Wang, Ming-Cheng; Cheng, Wei-Chun; Yen, Chia Jui; Cheng, Meng-Fu; Cheng, Hsiu-Chi",AMERICAN JOURNAL OF MEDICINE,2012,7,8,1,0,5,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,6
6114,Modified Thrombolytic Therapy for Massive Pulmonary Emboli,"Arsanjani, Reza; Goldman, Steven; Habib, Michael P.; Movahed, Mohammad Reza",AMERICAN JOURNAL OF MEDICINE,2011,7,8,1,0,5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,4
6115,Acute Cerebrovascular Manifestation of Takayasu Arteritis,"Bejot, Yannick; Couvreur, Gregory; Ricolfi, Frederic; Osseby, Guy-Victor; Cochet, Alexandre; Giroud, Maurice",AMERICAN JOURNAL OF MEDICINE,2011,5,6,1,0,5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,1,0,6
6116,Should the Affordable Care Act of 2010 Be Repealed?,"Dalen, James E.",AMERICAN JOURNAL OF MEDICINE,2011,575,577,2,0,5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,1,1
6117,Challenges with Duty Hour Reforms: A Survey of Residency Program Directors,"Willett, Lisa L.; Arora, Vineet; Halvorsen, Andrew J.; Chacko, Karen M.; Chaudhry, Saima; McDonald, Furman S.",AMERICAN JOURNAL OF MEDICINE,2011,370,378,8,0,5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,6
6118,Sciensationalism,"Braillon, Alain",AMERICAN JOURNAL OF MEDICINE,2011,13,13,0,0,5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,2,0,1
6119,Leadership in Academic Medicine,"Alpert, Joseph S.",AMERICAN JOURNAL OF MEDICINE,2010,1071,1072,1,0,5,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,1,0,1
6120,"The Past, Present, and Future of Comparative Effectiveness Research in the US Department of Veterans Affairs","Kupersmith, Joel; Ommaya, Alexander K.",AMERICAN JOURNAL OF MEDICINE,2010,3,7,4,0,5,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,2
6121,Management of Insomnia in the Geriatric Patient,"Roszkowska, Jolanta; Geraci, Stephen A.",AMERICAN JOURNAL OF MEDICINE,2010,1087,1090,3,0,5,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,0,0,2
6122,The Role of Vasodilating beta-Blockers in Patients with Complicated Hypertension: Focus on Nebivolol,"Giles, Thomas D.",AMERICAN JOURNAL OF MEDICINE,2010,16,20,4,0,5,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,1
6123,Public Sensationalism and Clinical Trials: How to Address the Challenges of Science?,"Ohman, E. Magnus; Roe, Matthew T.; Armstrong, Paul W.; Fox, Keith A.; Prabhakaran, Dorairaj; White, Harvey D.",AMERICAN JOURNAL OF MEDICINE,2010,481,483,2,0,5,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,6
6124,Ultrasound-Guided Musculoskeletal Interventions in American Football: 18 Years of Experience,"Dave, Radhika B.; Stevens, Kathryn J.; Shivaram, Giri M.; McAdams, Timothy R.; Dillingham, Michael F.; Beaulieu, Christopher F.",AMERICAN JOURNAL OF ROENTGENOLOGY,2014,674,683,9,0,7,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,6
6125,Ambulatory Training Since Duty Hour Regulations: A Survey of Program Directors,"Zebrack, Jennifer R.; Fletcher, Kathlyn E.; Beasley, Brent W.; Whittle, Jeff",AMERICAN JOURNAL OF MEDICINE,2010,89,94,5,0,5,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,4
6126,The Importance of Mentoring and of Being Mentored,"Alpert, Joseph S.",AMERICAN JOURNAL OF MEDICINE,2009,1070,1070,0,0,5,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1
6127,Extraordinary Hypertension after a Lunar Mission,"Rowe, William J.",AMERICAN JOURNAL OF MEDICINE,2009,2,2,0,0,5,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,1
6128,The Patient-Physician-Industry-Government Partnership: A Societal Good,"Frishman, William H.",AMERICAN JOURNAL OF MEDICINE,2009,886,887,1,0,5,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,1,1
6129,Multiple Cystic Metastases in the Brain from Adenocarcinoma of the Lung,"Surov, Alexey; Hainz, Michael; Kornhuber, Malte",AMERICAN JOURNAL OF MEDICINE,2009,3,4,1,0,5,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,3
6130,Itching Like Mad,"Mener, David J.; Negrini, Clelia; Blatt, Amy",AMERICAN JOURNAL OF MEDICINE,2009,732,734,2,0,5,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,1,0,0,3
6131,Erythema Multiforme Syndrome,"Patel, Nilesh N.; Patel, Devesh N.",AMERICAN JOURNAL OF MEDICINE,2009,623,625,2,0,5,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,2
6132,Amlodipine-induced Myoclonus,"Wallace, Eric L.; Lingle, Kevin; Pierce, Dwayne; Satko, Scott",AMERICAN JOURNAL OF MEDICINE,2009,7,7,0,0,5,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,1,4
